Headline,Body ID
Ballet Shoes was published in the 20th century.,2605
George W. Bush's brother is Jeb Bush.,2606
Cracks's had its theatrical release in UK and Ireland.,2607
Nice & Slow appears on an album.,2608
The exact function of Huntington's disease is unknown.,2609
"Andre Agassi won all four Grand Slam tournaments on hard, clay, and grass surfaces.",2610
Interpersonal psychotherapy is heavily based on regular personal interaction.,2611
Kris Wu starred in several #1 box office hits.,2612
"Tyler, The Creator was born in March.",2613
Gang Signs & Prayer is an album by a recording artist in the grime music genre.,2614
Rabat is a capital city.,2615
R. Madhavan produced a film.,2616
Vladimir Putin returned to being Prime Minister in 2008.,2617
Guitar is an instrument played by Slash.,2618
Mother Teresa lived in Macedonia for eighteen years.,2619
An actor won an Academy Award for Crash.,2620
Lexmark is a Chinese-owned corporation based in America.,2621
Cheyenne Jackson was in a 2006 biographical drama-thriller movie.,2622
Robert Browning wrote poetry.,2623
Venus and Earth have a similar proximity to the Sun.,2624
Mel Brooks has three of his films ranked on the list for the American Film Institute .,2625
Adam West was born in a month.,2626
"George H. W. Bush was an American Republican politician born June 12, 1924.",2627
Haitian Creole is a linguistic structure spoken by 9.6 to 12 million humans.,2628
Aishwarya Rai has one female child.,2629
Life Is Peachy is an album in the nu metal genre.,2630
River Pheonix is involved in films.,2631
Ben Kingsley's work has extended over 40 years.,2632
Babe Ruth was a professional Major League baseball player.,2633
Abigail Breslin is a woman.,2634
Drama school offers a degree.,2635
Twitter had more than 100 million users in winter of 2012.,2636
Dominick Dunne was a journalist.,2637
Try was recorded by an artist.,2638
To Kill a Mockingbird has themes of racial injustice and destruction of innocence.,2639
"For his work on 30 Rock, Alec Baldwin won two Emmy Awards.",2640
The Martian is a 2015 big science fiction film.,2641
John Nash built the Brighton.,2642
"Laura Linney was nominated for Tony Awards for The Crucible, Sight Unseen, Time Stands Still, and The Little Foxes.",2643
Napoleon commanded his first military campaign at age 26.,2644
Colin Quinn is an American stand-up comedian.,2645
Keanu Reeves was the prince in a production of Hamlet.,2646
Robert Lee Yates killed thirteen women.,2647
A capital was where the Caracazo took place.,2648
Tom Cruise was in a science fiction psychological thriller film.,2649
Water occurs in nature.,2650
Charlie Chaplin had a parent.,2651
Sarcoidosis is a disease.,2652
Keanu Reeves was the prince in a production of Hamlet.,2653
Jimmy Carter led the international boycott of the 1980 Moscow Olympics.,2654
Bali is north of Australia.,2655
Steve Coogan starred as Paul Raymond in The Look of Love.,2656
The Los Angeles Lakers won more than 30 consecutive games.,2657
How to Be is a film.,2658
Papua New Guinea has land in Melanesia.,2659
Live Your Life was released in Britain.,2660
Kate & Leopold is a film.,2661
Muhammad Ali was an athlete.,2662
Eleveneleven is a company.,2663
Bruce Willis is an American actor.,2664
"In the 1960's, George Tuska worked on Iron Man comics.",2665
FC Barcelona's leader was Joan Gamper.,2666
Planet of the Apes was based on Pierre Boulle's 1963 science fiction novel of the same name.,2667
Octopuses expel ink into the water as an escape mechanism.,2668
The Chainsmokers released the number-one song Closer.,2669
Lust for Life is a film.,2670
Arnold Schwarzenegger's breakthrough film as an actor was released in 1982.,2671
Limbu language is spoken by people.,2672
Samuel Witwer is from the Western Hemisphere.,2673
Robert Duvall won the National Medal of Arts in 2005.,2674
La La Anthony played a character named Sonia in a work directed by Tim Story.,2675
Havoc is a film.,2676
Tony Blair was elected after a politician's sudden death.,2677
Journey was once named the fifth-best American rock band by USA Today.,2678
Naproxen relieves ailments.,2679
Texas has piney woods.,2680
Ryan O'Neal was born in the 1940s.,2681
Up All Night was released by a record label.,2682
Indian was chosen the Best Foreign Language Film in 1996.,2683
Judy Garland was awarded a Grammy Lifetime Achievement Award.,2684
Woody Harrelson was featured in Friends with Benefits.,2685
Christopher Marlowe is a person.,2686
Lady Gaga is known for her provocative work.,2687
Supernatural is a fantasy series.,2688
Yelp expanded throughout at least one continent.,2689
Marie Curie was trained in science.,2690
My Bloody Valentine 3D features Jensen Ackles in a lead role.,2691
Joy is a film.,2692
Sarah Palin was a governor.,2693
Tipper Gore was born in August 1948.,2694
Jennifer Grey was born in the U.S.,2695
Brad Bird pitched The Incredibles.,2696
Tamera Mowry portrayed a character.,2697
Believe is an album.,2698
Saint Peter was ordained by Jesus according to Catholic teaching.,2699
Whoopi Goldberg co-produced a show.,2700
Ad-Rock is married to Kathleen Hanna.,2701
Saw VI is a movie in the Saw franchise.,2702
Ludacris has won a Critic's Choice award.,2703
Born This Way discusses self-empowerment.,2704
Queen Victoria's son belonged to a house.,2705
7 Things is a song by actress and singer Miley Cyrus.,2706
Jerry Seinfeld is a director.,2707
The Hunger Games is set in a dystopian society.,2708
Thomas Pynchon wrote the novel V.,2709
"Destiny was released on September 9, 2014.",2710
Caitlyn Jenner changed her gender.,2711
Coldplay is a group.,2712
My Bloody Valentine 3D stars an American actor born in 1972.,2713
Game of Thrones (season 3) takes place in Westeros.,2714
Colin Powell was the 65th US Secretary of State.,2715
A producer of Spider-Man 3 was an Israeli-American businessman.,2716
Venus Williams is one of the best female tennis players.,2717
Furia is written by a filmmaker.,2718
Lady Gaga wrote songs as an occupation.,2719
Caroline Blakiston stars in a Star Wars movie.,2720
John Constantine got his own comic in 1988.,2721
Pan Am premiered on an American television network known as ABC.,2722
Tom Felton has an acting career.,2723
Felicity Huffman is an actress on stage.,2724
Led Zeppelin II was released by Atlantic Records in 1969.,2725
Peyton Manning played football.,2726
Lee Harvey Oswald shot Kennedy.,2727
Splash was written by two people.,2728
The Void was first shown at the 2016 Fantastic Fest.,2729
Lamniformes include some of the most familiar species of sharks.,2730
Dogstar (band) released two albums.,2731
Land Rover makes the Defender.,2732
Joey Graceffa is American.,2733
Connaught Tunnel replaced a previous routing.,2734
Baloo was featured in The Second Jungle Book.,2735
Robbie Collin studied a branch of philosophy.,2736
Michael McCullers worked with Americans.,2737
Joan of Arc became a symbol of the Catholic League in the 16th century.,2738
Sue Sylvester is portrayed by an actress.,2739
Jimmy Carter is an American.,2740
Eleveneleven was founded by an American comedian.,2741
Michael Jackson was a dominant figure in popular music in the early 1980s.,2742
The Murder of Roger Ackroyd is a work of crime detective fiction.,2743
Kingdom Hearts III is developed by Square Enix.,2744
Grace Jones's style was influenced by funk.,2745
Grand Ole Pry hosted Patsy Cline.,2746
Sean Connery won a BAFTA Academy Fellowship Award and he is Scottish.,2747
Gujarat has a coastline.,2748
Sarcoidosis is a disease.,2749
Mary Marvel was one of the first female spin-offs.,2750
Gwen Stefani works as a fashion designer.,2751
The U.S. mainland is connected to Goat Island.,2752
Dave Franco stars in the movie Neighbors.,2753
Julia Louis-Dreyfus is a female actor.,2754
"Adele is from London, England.",2755
Prison Break was nominated for Favorite New TV Drama.,2756
Bob Dylan has been admitted into the Songwriters Hall of Fame.,2757
Jacqueline Kennedy Onassis was named one of the Most Admired Men and Women in 20th-century America by Gallup.,2758
Douglas Aircraft Company and McDonnell Aircraft formed McDonnell Douglas.,2759
Lust for Life is based on a 1934 novel.,2760
Tirumala Venkateswara Temple in Tirupati hosts 18.25 million visitors per year.,2761
Eazy-E's group released their first single in 1987.,2762
Ramayanam is a Telugu film.,2763
"Loving tells the story of the 1967 U.S. Supreme Court decision Loving v. Virginia, which invalidated state laws prohibiting interracial marriage.",2764
O. J. Simpson has been charged with more than one felony.,2765
Christopher Lee was a film actor.,2766
George W. Bush's brother is Jeb Bush.,2767
Jerry Goldsmith collaborated with Paul Verhoeven.,2768
The Celtic F.C. is based out of Glasgow.,2769
James Bryant Conant criticized the education system in the United States.,2770
Amsterdam has high growth rate within the city Proper.,2771
Paul Mantee has worked with movie director Byron Haskin.,2772
Joan Cusack worked with Matt Dillon and she is American.,2773
Thailand is not a constitutional monarchy.,2774
The Twilight Zone is an anthology series.,2775
Attack the Block was written by a man.,2776
Adrianne Palicki turned down a supporting role in John Wick.,2777
Radioactive received at least two nominations.,2778
R. Madhavan was in the cast of a movie.,2779
Lightning rod are called air terminals.,2780
Anton Yelchin performed in the late 1990s.,2781
"Tiger Woods collected $486,000 for winning a golf tournament.",2782
Judy Greer has appeared in multiple films.,2783
Hayden Panettiere starred in a drama.,2784
Prison Break has more than one season.,2785
The internet does not contain both local and global networks.,2786
George Foreman was rated as the eighth greatest heavyweight of all time by the IBRO.,2787
Alicia Keys made her film debut in Smokin' Aces.,2788
Katherine Heigl appeared in a science fiction television series.,2789
Google was founded in the 90's.,2790
Imperial is a county in Southern California.,2791
Timber is by Pitbull.,2792
Francis Ford Coppola does screenwriting.,2793
Patrick Wilson (American actor) acted in the second season of Fargo.,2794
Dwayne Johnson works part-time for WWE.,2795
Star Wars is a franchise from the United States.,2796
The Great Waldo Pepper had Margot Kidder in its cast.,2797
Bertrand Russell's work has had a great deal of influence on set theory.,2798
Role Models stars Jane Lynch.,2799
Marie Curie was a person.,2800
Shia LaBeouf received a Young Artist Award nomination.,2801
Melanie Griffith is a television actress.,2802
WALL-E won a Golden Globe Award.,2803
David Tennant portrayed the Tenth Doctor on Doctor Who.,2804
Alternative release platforms have been pioneered by Radiohead.,2805
Adrian Molina has worked on animated films.,2806
"It's Always Sunny in Philadelphia's second season aired on August 4, 2005.",2807
Rajon Rondo is a defensive basketball player.,2808
Alicia Keys debuted in a movie.,2809
Emma is an adaptation of an 1815 novel.,2810
Asteroid Day was co-founded by Grigorij Richters.,2811
What a Girl Wants earned a gold certification in Belgium.,2812
Jennifer Aniston is an American citizen.,2813
Red is a film that was released in 2010.,2814
Tyra Banks was a model.,2815
Elizabeth II conducted a state visit.,2816
Ted Kaczynski produced a manifesto.,2817
Funny or Die produces a show.,2818
One World Trade Center is tall.,2819
Sriti Jha plays the lead role in a TV show.,2820
Cher is sometimes referred to as the Goddess of Pop.,2821
"On October 31, 1969, Led Zeppelin II was released in the United Kingdom.",2822
Chester Bennington is an actor.,2823
The Fifth Element was the highest-grossing French movie in the international box office until the release of The Intouchables.,2824
Taal was romantic.,2825
Indiana Jones has been portrayed by American actor Sean Patrick Flanery.,2826
My Summer of Love is a 2004 British drama film.,2827
California Gurls was recorded by an American singer Katy Perry.,2828
